id,step-name,prev-step-id,gif-id,gen-model,result_code,result_path,error_message,createAt,token-usage,visualization_path
68278ede-af4a-4e22-b2b2-3606d4a2f977,description,GIF,free-im-free,o4-mini,1,results/desc_o4-mini_202507310655/68278ede-af4a-4e22-b2b2-3606d4a2f977.jsonl,,2025-07-31T06:55:40+00:00,"""""",
8db889f4-c9ac-47f9-9cd4-91b0cc1bde9a,description,GIF,free-im-free,o4-mini,1,results/desc_o4-mini_202507310655/8db889f4-c9ac-47f9-9cd4-91b0cc1bde9a.jsonl,,2025-07-31T07:39:07+00:00,"""""",
