time,error_type,server_response,status_code,gif_name,model,temperature,max_tokens
2025-05-04T22:54:45,BadRequestError,"{""error"":{""inner_error"":{""code"":""ResponsibleAIPolicyViolation"",""content_filter_results"":{""sexual"":{""filtered"":false,""severity"":""safe""},""violence"":{""filtered"":false,""severity"":""safe""},""hate"":{""filtered"":true,""severity"":""high""},""self_harm"":{""filtered"":false,""severity"":""safe""}}},""code"":""content_filter"",""message"":""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: \r\nhttps://go.microsoft.com/fwlink/?linkid=2198766."",""param"":""prompt"",""type"":null}}",400,197.gif,o1,0.7,40000
2025-05-04T22:58:26,BadRequestError,"{""error"":{""code"":""BadRequest"",""message"":""The image is too large. The maximum limit is 20MB."",""param"":null,""type"":null}}",400,63.gif,o1,0.7,40000
