time,error_type,server_response,status_code,gif_name,model,temperature,max_tokens
2025-05-04T23:14:33,BadRequestError,"{""error"":{""code"":""BadRequest"",""message"":""Invalid image data."",""param"":null,""type"":null}}",400,267.gif,o1,0.7,40000
2025-05-05T01:53:52,BadRequestError,"{""error"":{""inner_error"":{""code"":""ResponsibleAIPolicyViolation"",""content_filter_results"":{""sexual"":{""filtered"":true,""severity"":""high""},""violence"":{""filtered"":false,""severity"":""safe""},""hate"":{""filtered"":false,""severity"":""safe""},""self_harm"":{""filtered"":false,""severity"":""safe""}}},""code"":""content_filter"",""message"":""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: \r\nhttps://go.microsoft.com/fwlink/?linkid=2198766."",""param"":""prompt"",""type"":null}}",400,351.gif,o1,0.7,40000
2025-05-05T03:07:22,BadRequestError,"{""error"":{""inner_error"":{""code"":""ResponsibleAIPolicyViolation"",""content_filter_results"":{""sexual"":{""filtered"":true,""severity"":""high""},""violence"":{""filtered"":false,""severity"":""safe""},""hate"":{""filtered"":false,""severity"":""safe""},""self_harm"":{""filtered"":false,""severity"":""safe""}}},""code"":""content_filter"",""message"":""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: \r\nhttps://go.microsoft.com/fwlink/?linkid=2198766."",""param"":""prompt"",""type"":null}}",400,391.gif,o1,0.7,40000
2025-05-05T03:12:27,BadRequestError,"{""error"":{""inner_error"":{""code"":""ResponsibleAIPolicyViolation"",""content_filter_results"":{""sexual"":{""filtered"":false,""severity"":""safe""},""violence"":{""filtered"":true,""severity"":""high""},""hate"":{""filtered"":false,""severity"":""safe""},""self_harm"":{""filtered"":false,""severity"":""safe""}}},""code"":""content_filter"",""message"":""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: \r\nhttps://go.microsoft.com/fwlink/?linkid=2198766."",""param"":""prompt"",""type"":null}}",400,395.gif,o1,0.7,40000
